Name,FIPS,"% Educational Attainment | Bachelor's degree or higher, 2021 [Estimated]","Population Density (per square mile), 2021 [Estimated]","% Household Size | 1-person household, 2021 [Estimated]","% Household Size | 2-person household, 2021 [Estimated]","% Household Size | 3-person household, 2021 [Estimated]","% Household Size | 4-person household, 2021 [Estimated]","% Household Size | 5-person household, 2021 [Estimated]","% Household Size | 6-person household, 2021 [Estimated]","# Gini Index Of Income Inequality [B19083] | Gini Index, 2019","% Hispanic or Latino | Hispanic or Latino, 2021 [Estimated]"
"Berkeley County, WV",54003,21.9435,368.9227,25.8691,34.8588,15.193,13.1341,5.1143,4.0782,0.3998,5.3368
"Berks County, PA",42011,25.2548,490.3186,25.147,33.8981,16.5652,13.1599,6.7615,2.1233,0.4398,22.7174
"Berkshire County, MA",25003,34.0348,134.9553,33.6695,36.8993,13.8613,9.6708,3.6798,0.9608,0.4621,5.8479
"Bernalillo County, NM",35001,34.3353,585.7094,33.8755,34.4481,13.5995,9.9886,4.6485,1.7356,0.477,50.7413
"Berrien County, GA",13019,10.5656,42.263,26.3872,30.6709,18.3999,12.4555,6.6561,3.1633,0.4356,5.8243
"Berrien County, MI",26021,28.1214,270.5994,30.1984,36.725,12.7527,10.8314,5.2632,2.3296,0.4842,6.1995
"Bertie County, NC",37015,15.0475,26.8502,37.8986,28.54,16.1759,10.8125,3.1399,1.4661,0.5274,3.2707
"Bethel Census Area, AK",2050,12.2539,0.4506,17.6731,16.3902,17.85,15.5939,11.3028,8.4937,0.4502,2.9333
"Bexar County, TX",48029,27.9804,1628.4519,28.1086,29.3124,16.0811,13.5792,7.1783,3.1876,0.4688,60.6391
"Bibb County, AL",1007,11.1241,36.0633,30.0726,31.5103,14.688,13.695,4.9652,1.9712,0.4487,3.2831
"Bibb County, GA",13021,25.8628,610.8699,35.7068,32.9589,12.4024,10.2662,4.4362,2.0949,0.52,3.7617
"Bienville Parish, LA",22013,13.4591,16.4616,35.6089,31.7153,11.6467,12.3328,2.9846,2.2985,0.5069,0.7039
"Big Horn County, MT",30003,17.8641,2.7098,19.0939,28.9605,12.8405,11.7009,8.8382,5.9477,0.4293,8.3216
"Big Horn County, WY",56003,18.2572,3.7881,29.3211,38.5887,5.6945,10.5181,8.7762,2.9924,0.4071,9.0297
"Big Stone County, MN",27011,14.6804,9.8422,31.9251,38.3275,14.3293,10.061,3.7021,0.0871,0.4234,2.3
"Billings County, ND",38007,25.578,0.7993,22.2222,49.0515,6.2331,14.3631,7.0461,0,0.4213,4.1394
"Bingham County, ID",16011,22.5825,21.9444,22.9233,33.6071,13.3747,10.1563,11.3916,3.8862,0.4048,19.2134
"Black Hawk County, IA",19013,29.4662,234.5999,30.1339,34.7726,15.6947,10.3725,4.9068,2.6639,0.4694,4.916
"Blackford County, IN",18009,15.339,71.3283,29.8036,39.2183,14.5745,8.9911,4.9673,1.2707,0.4259,2.4968
"Bladen County, NC",37017,16.4395,37.4652,32.7422,35.7202,11.4478,10.6098,5.664,2.731,0.5101,8.9514
"Blaine County, ID",16013,31.3685,8.6495,37.438,31.8773,13.4396,9.7012,5.8958,0.7638,0.4757,23.9711
"Blaine County, MT",30005,23.042,1.6096,31.2268,33.7051,8.8806,7.7654,9.0458,3.3044,0.4374,4.2181
"Blaine County, NE",31009,24.1983,0.5896,34.3284,41.791,10.9453,7.4627,1.99,1.4925,0.3334,0
"Blaine County, OK",40011,16.8107,10.1574,30.2734,29.4922,16.9678,12.0361,6.3232,2.3926,0.4559,12.2256
"Blair County, PA",42013,21.9333,230.8039,29.5719,37.2394,13.0601,11.125,5.2505,2.0733,0.4482,1.5871
"Blanco County, TX",48031,26.0551,16.7021,20.9392,43.8748,13.9973,10.5263,8.0535,0.4991,0.4697,19.5425
"Bland County, VA",51021,15.6802,17.45,21.4193,37.6893,20.8135,11.7265,6.534,1.0385,0.4122,0.8973
"Bleckley County, GA",13023,18.2849,59.3546,30.9479,30.0948,15.9005,14.7867,6.5403,0.4976,0.4415,3.0984
"Bledsoe County, TN",47007,13.5149,38.0239,22.0256,39.9607,14.2576,8.2596,7.3943,3.2252,0.4754,2.8407
"Blount County, AL",1009,12.7596,89.38,27.6623,32.7081,14.0856,15.6124,5.0216,2.4769,0.457,10.105
"Blount County, TN",47009,24.5138,236.3356,25.8053,38.1981,15.9637,11.5509,4.872,1.973,0.452,3.9972
"Blue Earth County, MN",27013,35.3613,90.3496,25.3219,34.9499,16.088,13.8246,6.3399,1.9143,0.4349,4.1517
"Boise County, ID",16015,28.2142,3.9799,17.3966,52.9805,16.2409,7.938,3.0414,0.6083,0.4139,5.0265
"Bolivar County, MS",28011,24.0242,35.3877,32.1032,30.649,13.845,13.7861,4.3628,3.2616,0.5283,2.6464
"Bollinger County, MO",29017,8.6211,19.7328,28.3227,39.6738,12.387,9.3233,3.3502,3.0196,0.4082,1.2466
"Bon Homme County, SD",46009,18.0406,12.2385,36.6523,35.0451,8.2713,9.5649,8.1929,0.392,0.4144,2.6098
"Bond County, IL",17005,24.9528,42.6146,25.3508,37.1118,14.9614,12.4231,4.6666,3.5472,0.4307,3.961
"Bonner County, ID",16017,24.6474,25.7847,25.773,41.9842,12.8276,11.4921,4.663,1.1896,0.4436,3.6473
"Bonneville County, ID",16019,32.3346,62.9374,23.6766,33.0073,13.5483,11.5675,8.6866,5.574,0.4504,13.6112
"Boone County, AR",5009,17.2964,63.3056,26.3736,34.9261,17.9081,10.2389,7.4416,1.151,0.4364,3.2316
"Boone County, IA",19015,26.4916,46.1248,27.0519,36.9973,12.8571,13.9672,5.4959,2.2657,0.4056,3.027
"Boone County, IL",17007,25.0433,190.1441,21.8028,30.492,16.6862,17.0269,8.5028,3.1679,0.4412,23.4724
"Boone County, IN",18011,51.9025,161.3906,21.6803,36.4973,15.8475,13.3692,8.3111,3.0875,0.4894,3.4533
"Boone County, KY",21015,32.1901,543.7293,21.129,34.581,17.3104,13.5904,8.369,2.7365,0.4166,4.7106
"Boone County, MO",29019,44.1881,264.6937,29.9664,33.3785,15.0129,13.778,5.002,1.5706,0.465,3.8328
"Boone County, NE",31011,23.1764,7.6381,30.5496,40.3494,10.7797,8.5641,3.7921,3.2382,0.4372,2.46
"Boone County, WV",54005,9.3826,43.02,23.509,39.1355,17.7069,11.1535,5.4207,1.0518,0.4386,0.4264
"Borden County, TX",48033,40.9429,0.6351,27.5556,50.6667,0,15.5556,4.8889,0,0.3924,14.5614
"Bosque County, TX",48035,20.0045,18.7054,20.1298,40.8809,13.3784,13.8893,6.3786,3.4792,0.4217,19.1875
"Bossier Parish, LA",22015,25.189,152.7178,24.442,35.5469,18.4554,12.6095,5.5326,2.0101,0.4529,7.6256
"Botetourt County, VA",51023,29.3222,61.6598,23.9668,39.6981,17.1587,11.8601,4.1028,2.1299,0.4114,2.1004
"Bottineau County, ND",38009,25.4606,3.881,32.8249,39.2241,9.0517,11.87,4.6419,1.0942,0.441,2.6718
"Boulder County, CO",8013,61.5326,453.8589,28.7256,35.5823,15.7244,12.8472,4.7621,1.3933,0.4848,14.1853
"Boundary County, ID",16021,20.6909,9.6431,33.2851,35.6833,6.0988,7.546,7.3806,3.8247,0.4787,5.4765
"Bourbon County, KS",20011,19.6747,22.8854,27.8967,34.548,14.4525,8.7564,6.0853,4.7055,0.4397,3.3006
"Bourbon County, KY",21017,20.6279,69.5056,24.8983,36.7863,16.0192,15.6,3.6996,0.7523,0.4524,7.5376
"Bowie County, TX",48037,21.6086,106.0167,30.0546,30.9999,16.7715,11.7649,5.9607,2.5343,0.4995,8.4871
"Bowman County, ND",38011,25.0841,2.6941,29.011,40.0733,11.0623,9.6703,5.641,1.978,0.4332,6.1661
"Box Butte County, NE",31013,18.096,10.0642,35.2062,29.3527,12.3478,8.4597,7.4343,2.6917,0.3899,15.1358
"Box Elder County, UT",49003,24.4897,9.6218,19.6414,30.2226,14.5228,13.9843,7.8166,8.2607,0.3753,10.1044
"Boyd County, KY",21019,20.9836,294.8697,28.0655,37.7097,14.9139,11.2487,5.0501,1.6946,0.4856,2.3123
"Boyd County, NE",31015,16.442,3.606,26.3873,53.6806,3.3975,6.795,4.1903,1.6988,0.4572,1.0786
"Boyle County, KY",21021,25.0261,168.0733,30.6659,31.278,19.1194,12.2043,3.6722,1.4525,0.4771,3.9885
"Bracken County, KY",21023,12.682,40.5443,28.1334,37.273,9.4076,13.0396,4.674,6.3412,0.4398,0.9977
"Bradford County, FL",12007,9.4799,92.3312,26.0227,40.572,14.463,8.775,4.7059,3.4215,0.4487,4.6386
"Bradford County, PA",42015,18.6486,52.6018,27.6562,38.558,13.0822,10.0748,5.5637,2.5879,0.4389,1.8441
"Bradley County, AR",5011,15.5454,16.4794,30.5321,36.8349,13.6104,9.1345,5.3208,1.6442,0.451,16.2445
"Bradley County, TN",47011,23.2139,326.7016,25.8756,36.7849,14.311,11.5695,6.845,2.5426,0.4539,6.7789
"Branch County, MI",26023,14.5932,85.756,26.3292,36.8028,15.1332,9.4139,6.2641,2.5755,0.4143,5.4113
"Brantley County, GA",13025,8.773,42.4682,32.1152,32.159,10.9633,14.7347,4.2684,0.2046,0.4322,2.8635
"Braxton County, WV",54007,17.1635,27.5211,18.7184,41.2094,20.2527,14.9819,1.5343,2.13,0.4375,0.5194
"Brazoria County, TX",48039,30.34,275.475,21.4546,29.2439,18.6812,16.2663,8.0529,3.633,0.4216,31.3396
"Brazos County, TX",48041,41.6,396.531,28.2457,32.2055,16.5348,13.2739,5.0169,2.9878,0.5149,26.1817
"Breathitt County, KY",21025,16.4754,25.6937,27.9627,39.1288,14.3618,11.6797,3.7284,1.4076,0.534,1.478
"Breckinridge County, KY",21027,12.1375,35.4261,25.9231,35.582,16.3153,10.6554,5.9793,3.1685,0.4372,1.833
"Bremer County, IA",19017,31.2881,57.4654,25.0615,39.1701,13.2787,12.7971,5.7787,1.6803,0.3864,1.8741
"Brevard County, FL",12009,30.8097,592.0661,30.4069,39.1802,14.3764,8.9327,4.216,1.6395,0.4505,11.1268
"Brewster County, TX",48043,39.5005,1.492,34.1378,31.1271,10.7987,12.4409,10.0274,0.7713,0.4443,45.4585
"Briscoe County, TX",48045,18.9504,1.5178,34.2707,37.7856,19.5079,3.6907,2.4605,1.0545,0.4273,37.8477
"Bristol Bay Borough, AK",2060,23.0648,1.7055,31.0105,44.5993,13.2404,1.3937,5.9233,0.3484,0.3916,0.9732
"Bristol County, MA",25005,29.2211,1021.774,27.0643,32.9402,17.8862,12.9016,5.523,2.1182,0.4579,8.9355
"Bristol County, RI",44001,48.4563,2012.158,30.6849,32.6219,15.1997,15.8228,3.1625,1.049,0.4932,3.6225
"Bristol city, VA",51520,24.8866,1274.9155,37.7831,35.3341,11.2684,7.9558,4.1619,1.5855,0.4741,1.9938
"Broadwater County, MT",30007,28.7435,5.0681,35.7113,36.2208,11.1253,8.5775,5.4777,1.6561,0.4298,3.7068
"Bronx County, NY",36005,20.0499,34396.562,30.7422,24.0728,17.6091,13.6304,7.5014,3.3002,0.5118,56.7121
"Brooke County, WV",54009,19.4406,244.8772,28.4173,37.8931,16.4543,10.4522,4.4193,1.223,0.3935,0.9615
"Brookings County, SD",46011,38.8367,44.6451,34.0047,35.2968,10.1391,9.7743,6.9165,2.417,0.4137,3.9187
"Brooks County, GA",13027,18.9804,31.5866,31.5884,30.5479,16.4851,9.6732,6.3242,2.2435,0.5482,7.8123
"Brooks County, TX",48047,17.8469,7.5878,30.3146,14.3947,19.8761,19.0181,8.7703,4.8141,0.4985,93.4898
"Broome County, NY",36007,28.4764,270.5794,32.3988,34.9146,12.7894,10.636,5.1381,2.3269,0.4652,4.9089
"Broomfield County, CO",8014,56.53,2166.5858,26.1553,36.6331,13.7344,14.9221,5.1351,2.1745,0.4343,12.925
"Broward County, FL",12011,32.368,1638.9327,28.5975,32.753,16.0494,12.865,5.6643,2.3643,0.4884,31.1905
"Brown County, IL",17009,13.8487,21.2903,27.4676,40.3789,18.345,7.0289,3.3898,0.8973,0.3958,7.2054
"Brown County, IN",18013,31.6708,48.3545,19.6933,51.3801,15.6094,5.3914,3.8579,1.0008,0.4588,2.0019
"Brown County, KS",20013,22.4709,16.6097,25.3608,41.2079,10.7696,11.8653,4.4094,1.1758,0.4202,5.1888
"Brown County, MN",27015,21.1089,40.9714,27.2668,38.2856,14.1563,11.5604,5.6868,1.2419,0.3956,5.0523
"Brown County, NE",31017,22.2021,2.4301,40.7186,39.5958,2.2455,8.7575,7.8593,0.2994,0.4843,2.3585
"Brown County, OH",39015,15.9967,88.1173,25.7951,37.0667,13.6721,11.0794,7.6627,2.3345,0.4099,1.2761
"Brown County, SD",46013,29.5226,23.0142,33.1863,33.4436,13.4571,11.2887,4.9247,2.2357,0.4455,3.6019
"Brown County, TX",48049,19.8426,40.0507,28.2931,34.0367,15.1476,12.0669,6.0604,1.6179,0.4767,23.0476
"Brown County, WI",55009,30.988,499.3204,28.3712,36.0139,13.7881,11.8826,6.4965,1.6896,0.4354,9.5543
"Brule County, SD",46015,26.9414,6.3714,32.8058,34.1745,15.0984,4.491,9.0676,2.2241,0.4769,4.1483
"Brunswick County, NC",37019,30.3213,163.7614,26.5746,50.9691,9.7887,7.5464,2.516,1.5553,0.4478,5.2227
"Brunswick County, VA",51025,14.2074,28.845,33.684,34.1443,12.7897,12.6089,4.2084,1.5617,0.423,2.945
"Bryan County, GA",13029,33.5475,88.8109,19.4563,29.0796,21.5675,16.9547,9.6667,1.5545,0.428,7.679
"Bryan County, OK",40013,22.2863,52.6607,24.9929,34.9866,16.3586,11.4385,6.5582,3.0374,0.4618,6.4219
"Buchanan County, IA",19019,23.5009,37.1367,25.1272,40.9796,13.3715,10.2545,5.9033,2.3919,0.4662,1.8908
"Buchanan County, MO",29021,21.4415,215.9761,32.673,32.1837,14.6612,10.0844,5.5494,2.0795,0.4453,7.3788
"Buchanan County, VA",51027,12.3144,41.5031,29.4613,40.6254,14.4986,8.5746,4.5926,0.6718,0.4675,0.6133
"Buckingham County, VA",51029,12.9331,29.3708,29.6694,33.999,16.3786,10.1359,4.2457,3.4905,0.397,2.7902
"Bucks County, PA",42017,42.3347,1036.9443,24.3445,34.4645,16.967,14.7266,5.8472,2.0199,0.4499,5.9395
"Buena Vista County, IA",19021,19.7364,34.6061,27.3372,31.4431,11.6223,10.6861,7.396,4.6944,0.4092,26.1121
"Buena Vista city, VA",51530,15.484,978.6958,24.4813,28.7552,30.249,8.2988,5.3527,1.7842,0.4944,1.9997
"Buffalo County, NE",31019,34.7344,51.5781,30.3396,33.0781,14.8384,12.0639,6.1347,1.4951,0.4503,9.6518
"Buffalo County, SD",46017,9.445,4.3148,24.2685,17.5559,19.6213,15.1463,5.6799,4.9914,0.4712,5.5556
"Buffalo County, WI",55011,19.1982,19.2841,24.83,46.1203,11.1421,10.619,3.9407,1.0462,0.4097,2.3711
"Bullitt County, KY",21029,14.6905,275.5705,22.775,33.9742,18.074,15.1569,5.9498,2.8246,0.3926,2.4923
"Bulloch County, GA",13031,25.9697,114.9166,27.3657,32.2683,15.9396,12.3338,7.561,3.3104,0.4689,4.5187
"Bullock County, AL",1011,12.6502,16.1172,22.2826,33.524,26.0297,12.9291,2.7174,0.8867,0.4731,2.4308
"Buncombe County, NC",37021,40.8924,398.4787,33.5361,36.9256,12.8903,10.6487,3.6485,1.3663,0.4697,7.1992
"Bureau County, IL",17011,21.0641,37.5576,25.9254,41.3237,12.5999,10.0237,5.8632,1.9174,0.4206,9.7638
"Burke County, GA",13033,15.2286,26.8513,22.8256,29.8591,21.7444,12.7187,5.2721,3.7536,0.447,3.8186
"Burke County, NC",37023,16.138,177.8417,27.5104,37.9697,14.0615,10.2335,5.7505,2.6282,0.4569,6.5278
"Burke County, ND",38013,23.2905,1.9827,30.8894,33.4135,19.1106,6.7308,4.0865,4.5673,0.4204,0.6856
"Burleigh County, ND",38015,36.3308,60.3077,30.7244,35.4931,13.2435,11.762,6.8666,1.1915,0.4381,3.124
"Burleson County, TX",48051,17.7783,27.9743,27.372,40.3773,11.1048,11.7147,4.9213,1.5459,0.4377,21.1597
"Burlington County, NJ",34005,38.2876,554.2177,24.5522,33.8238,16.2289,14.6145,6.5625,2.3589,0.4336,8.7877
"Burnet County, TX",48053,25.8794,47.8539,22.2222,41.71,16.8731,10.9196,3.943,1.795,0.4426,23.2745
"Burnett County, WI",55013,21.6671,18.5488,26.0428,47.0637,8.7678,10.9907,4.3085,1.4133,0.4193,2.008
"Burt County, NE",31021,22.0202,13.0781,29.4178,37.8618,9.0909,11.5424,5.3796,4.5965,0.4596,3.1576
"Butler County, AL",1013,16.2838,25.2305,29.4752,34.9748,17.7031,10.1006,3.6844,2.4982,0.4619,1.2092
"Butler County, IA",19023,18.5851,24.9372,28.5418,40.4622,12.2072,9.4183,6.757,0.6693,0.4157,1.6728
"Butler County, KS",20015,29.9138,46.8102,22.8496,34.2846,16.8836,11.6613,8.0073,2.9749,0.4158,5.7379
"Butler County, KY",21031,16.1487,29.7847,21.1104,35.7158,16.7806,17.1328,6.2772,1.9474,0.4497,3.5616
"Butler County, MO",29023,13.1791,61.1988,27.1016,36.5115,14.9561,10.6624,7.9205,1.9007,0.471,2.9168
"Butler County, NE",31023,23.9431,13.4997,32.703,32.4861,16.708,9.3924,2.8518,2.6348,0.3958,3.8501
"Butler County, OH",39017,30.5951,822.8539,25.1329,33.733,16.0427,13.5338,6.9788,2.5274,0.4416,5.3805
"Butler County, PA",42019,37.2482,237.382,27.1314,36.5132,14.1159,13.8431,4.9708,1.9811,0.4414,1.8477
"Butte County, CA",6007,26.957,139.8365,27.3314,34.9044,14.6872,13.4294,5.8775,2.0009,0.4944,17.1538
"Butte County, ID",16023,16.8627,1.1424,30.5668,50.3036,8.1984,4.3522,1.2146,2.0243,0.5235,2.7006
"Butte County, SD",46019,20.541,4.5071,28.7193,31.2229,18.6567,12.3736,2.5277,4.6461,0.4578,3.8458
"Butts County, GA",13035,12.7162,132.2228,22.4276,39.4181,16.4898,9.2405,6.4266,4.3162,0.5216,3.9773
"Cabarrus County, NC",37025,33.8484,596.0943,21.4829,31.3965,17.7584,18.482,6.821,2.0873,0.4346,11.2026
"Cabell County, WV",54011,25.0688,332.1156,37.4806,32.9286,13.762,9.8558,2.7617,1.5216,0.5097,1.844
"Cabo Rojo Municipio, PR",72023,25.4316,676.2899,30.0754,36.8749,13.1908,10.7076,4.9595,2.5386,0.5436,99.5524
"Cache County, UT",49005,38.3856,109.3729,15.0084,31.768,18.2777,14.5902,9.1211,6.4955,0.4268,11.0535
"Caddo County, OK",40015,15.7564,22.8025,26.3706,35.018,12.601,14.2078,6.2518,2.0353,0.4474,14.6588
"Caddo Parish, LA",22017,23.4437,275.3873,33.0808,33.0596,14.8569,10.8331,4.9414,1.7354,0.5188,3.3137
"Caguas Municipio, PR",72025,31.0034,2128.6239,26.5483,35.2917,17.5637,13.6519,4.6737,1.0927,0.5277,98.048
"Calaveras County, CA",6009,17.5132,44.95,25.5281,43.8238,13.4056,8.5336,4.7873,2.4511,0.4414,12.5477
"Calcasieu Parish, LA",22019,22.707,192.3087,29.4125,32.404,15.71,11.587,6.5945,2.0011,0.4757,4.5503
"Caldwell County, KY",21033,13.9208,36.66,26.2722,37.5542,21.7751,8.4221,3.8659,1.5385,0.5242,2.9351
"Caldwell County, MO",29025,18.2011,21.1449,31.0335,35.8939,13.7151,7.2346,6.0056,1.676,0.4022,1.8523
"Caldwell County, NC",37027,16.4741,173.6269,23.9942,36.2511,16.7814,13.172,6.2553,1.5374,0.4345,6.2807
"Caldwell County, TX",48055,14.6637,79.8107,23.6079,33.2161,13.7988,13.8921,6.2285,6.537,0.4667,53.5757
"Caldwell Parish, LA",22021,15.4358,18.8786,22.0976,38.5306,13.152,16.461,4.4027,3.6175,0.5352,3.6315
"Caledonia County, VT",50005,29.0091,45.9539,29.7915,39.7948,12.7828,10.7789,3.9108,1.608,0.4595,2.2666
"Calhoun County, AL",1015,18.4684,187.5288,26.9987,34.9035,15.0729,13.5726,5.6385,2.1175,0.4633,4.4218
"Calhoun County, AR",5013,12.8219,8.2139,27.6301,42.8324,11.9075,12.7746,0.8671,1.6763,0.4212,4.2611
"Calhoun County, FL",12013,8.9929,25.1015,37.7635,33.7534,15.857,7.0577,2.3602,2.2227,0.4571,6.2074
"Calhoun County, GA",13037,8.4208,22.6118,19.7708,38.8539,9.7994,17.8223,6.7049,2.9226,0.4748,4.7792
"Calhoun County, IA",19025,18.9536,16.9362,28.5819,40.0537,10.1538,10.4955,6.6878,2.4408,0.4332,2.1138
"Calhoun County, IL",17013,13.0524,18.6422,32.5985,41.3494,2.4048,14.6961,7.2144,0,0.4125,1.8808
"Calhoun County, MI",26025,21.3566,189.6595,32.4783,33.7212,14.8165,10.3743,4.6874,1.8735,0.4437,6
"Calhoun County, MS",28013,11.6052,24.459,32.2826,32.3692,19.0336,7.4125,5.2477,2.1129,0.4152,6.5449
"Calhoun County, SC",45017,20.7339,38.0426,36.7956,28.7526,16.1663,7.8664,7.7059,1.798,0.4741,4.3862
"Calhoun County, TX",48057,13.8775,42.9249,27.5693,31.5682,15.477,11.1096,5.8414,4.8587,0.4164,49.2876
"Calhoun County, WV",54013,12.5778,25.7547,22.0847,42.3697,11.3986,9.1864,12.6734,0.9374,0.4585,2.5167
"Callahan County, TX",48059,22.8164,15.5798,32.8643,35.6971,14.3492,7.8134,4.3696,2.4995,0.4479,10.0557
"Callaway County, MO",29027,23.9236,54.04,25.606,38.9326,12.9141,11.1562,7.8119,2.3099,0.4022,2.3237
"Calloway County, KY",21035,28.8318,102.075,30.3822,34.6164,15.9914,12.6621,3.8965,0.986,0.474,2.9897
"Calumet County, WI",55015,29.2504,157.1629,22.0275,38.137,14.9574,14.7408,6.9765,1.8955,0.3983,4.642
"Calvert County, MD",24009,32.9774,432.2462,18.275,34.5659,19.728,14.5958,7.7,3.3253,0.3768,4.4362
"Camas County, ID",16025,15.3963,0.8676,39.7101,35.6522,2.029,12.1739,2.6087,4.3478,0.5179,0
"Cambria County, PA",42021,21.9743,188.4647,32.3267,35.5697,13.8622,10.2089,4.8485,1.7606,0.4348,1.9116
"Camden County, GA",13039,26.022,85.7093,20.7407,36.7901,18.6129,14.6715,6.6974,1.3932,0.4535,7.5689
"Camden County, MO",29029,21.5164,70.5868,23.5713,47.6493,15.5795,6.2151,3.6175,1.7638,0.4508,3.2932
"Camden County, NC",37029,14.5266,44.7054,15.1654,42.0865,19.8219,10.7379,10.8397,0.687,0.3848,3.0715
"Camden County, NJ",34007,32.5963,2276.6203,27.9582,30.5732,16.7799,13.4445,6.5817,2.6402,0.4712,17.7537
"Cameron County, PA",42023,14.1345,11.3343,43.6486,33.3333,11.2162,5.9459,2.6126,2.0721,0.4071,1.3805
"Cameron County, TX",48061,17.5937,475.8111,19.0243,26.1927,16.6267,16.999,10.9239,5.9595,0.4833,90.0953
"Cameron Parish, LA",22023,10.76,5.4799,17.689,31.776,25.9272,11.3409,8.9515,1.6405,0.4348,7.3001
"Camp County, TX",48063,20.6431,66.7049,22.0114,43.074,13.4303,10.331,6.4938,1.4548,0.4345,26.286
"Campbell County, KY",21037,37.8274,617.1934,29.8482,33.7924,14.2993,12.338,5.0254,2.9528,0.4625,2.5983
"Campbell County, SD",46021,31.5552,1.9014,32.8267,47.2644,6.8389,11.3982,0,1.0638,0.4125,0.2867
"Campbell County, TN",47013,12.9355,82.1904,26.2651,35.8985,17.3537,13.8669,3.4004,0.7652,0.4894,1.7787
"Campbell County, VA",51031,24.0027,109.9726,29.8591,33.9512,17.0666,9.2125,6.2587,1.9297,0.4295,3.3232
"Campbell County, WY",56005,18.7715,9.8197,21.852,40.1902,11.2592,15.8665,4.9433,3.1551,0.3877,9.579
"Camuy Municipio, PR",72027,21.0162,656.9528,29.3792,30.7386,20.1178,13.9103,3.4345,0.9515,0.5307,98.7292
"Canadian County, OK",40017,27.7201,164.4416,21.6505,33.8819,15.9036,16.1137,7.176,2.9129,0.3989,9.7331
"Candler County, GA",13043,11.9912,43.9234,28.642,30.0988,16.716,11.5309,6.8395,3.7778,0.5252,12.0644
"Cannon County, TN",47015,15.1822,53.788,23.7879,38.097,16.0886,11.4763,5.0844,3.3412,0.4285,3.0235
"Canyon County, ID",16027,18.6775,385.773,24.5283,30.386,14.3431,12.4418,10.1919,4.545,0.408,25.8188
"Can??vanas Municipio, PR",72029,23.3834,1360.4409,24.6465,29.3026,15.7205,20.8802,5.6977,1.6003,0.5458,99.6198
"Cape Girardeau County, MO",29031,31.3096,136.5642,25.0548,39.6974,14.6427,11.7299,5.6407,2.0468,0.4609,2.744
"Cape May County, NJ",34009,32.9883,364.4575,26.8162,40.1828,12.4575,11.5207,5.0666,2.211,0.4727,8.9237
"Carbon County, MT",30009,31.7105,5.2688,33.297,41.6921,10.8809,8.1553,3.6197,1.3301,0.4031,2.8455
"Carbon County, PA",42025,18.6769,166.2873,27.2384,38.0266,13.5325,12.0678,4.9836,2.0119,0.4188,5.5428
"Carbon County, UT",49007,18.1145,13.4676,28.1979,35.978,13.7144,11.5227,5.7037,2.2046,0.4161,14.0505
"Carbon County, WY",56007,21.0101,1.9104,28.4971,37.7385,12.5532,10.3296,5.0938,3.8637,0.4115,18.7831
"Caribou County, ID",16029,19.175,3.9843,23.7195,29.7872,16.4697,12.0961,7.2104,6.8952,0.4049,6.0606
"Carlisle County, KY",21039,15.9865,24.7308,30.0775,28.5271,19.8966,7.9587,7.5969,3.2558,0.5426,2.7108
"Carlton County, MN",27017,21.7965,41.4209,23.9359,37.9622,13.4603,13.4309,6.8441,2.2274,0.4024,1.9145
"Carolina Municipio, PR",72031,31.8358,3235.0771,31.6016,30.3315,18.6758,12.5362,4.3604,1.3782,0.4901,98.5495
"Caroline County, MD",24011,18.7834,103.9438,19.957,36.3839,18.5351,12.3264,6.9692,1.8188,0.4462,7.9539
"Caroline County, VA",51033,20.2631,58.6267,24.9355,36.8324,16.5193,12.1915,5.5617,1.7127,0.408,5.3407
"Carroll County, AR",5015,22.9755,44.6551,28.1447,38.321,12.6777,8.1789,7.4951,2.9422,0.4631,15.6851
"Carroll County, GA",13045,22.2788,239.4015,21.0303,33.5286,17.7135,16.4902,6.4502,2.4277,0.428,7.4639
"Carroll County, IA",19027,23.5107,35.2717,31.7073,37.6274,8.5881,10.3744,7.2713,2.4734,0.4311,2.36
"Carroll County, IL",17015,20.2878,31.9483,32.4028,40.0094,11.6531,7.7478,4.9404,1.3645,0.4198,4.87
"Carroll County, IN",18015,16.2036,53.8895,26.7695,37.4549,12.9867,11.2949,5.6475,3.6696,0.4112,4.5466
"Carroll County, KY",21041,8.2006,82.3129,29.6469,30.6032,10.103,20.7209,4.2668,2.5012,0.4884,9.194
"Carroll County, MD",24013,36.9848,374.6476,19.998,34.6966,18.4526,14.9619,7.0012,2.5888,0.4003,4.0989
"Carroll County, MO",29033,16.9672,12.3938,25.1455,42.6077,10.8847,12.2526,4.773,2.1537,0.4344,1.8237
"Carroll County, MS",28015,12.5086,15.8032,28.0053,41.5852,9.0621,15.5614,1.0832,2.959,0.4482,0.3122
"Carroll County, NH",33003,34.8211,51.8918,28.0257,45.9447,10.3074,8.8755,4.9251,0.8488,0.4446,2.0473
"Carroll County, OH",39019,14.6025,67.9306,27.0691,37.3309,16.0692,8.777,5.5175,2.1525,0.4287,1.8988
"Carroll County, TN",47017,19.1154,46.2288,26.5323,39.0024,15.0561,11.7707,3.7732,2.1535,0.4531,3.2249
"Carroll County, VA",51035,14.8191,62.6379,30.5726,37.3228,14.2951,11.6245,3.2522,0.6554,0.4559,4.3347
"Carson City, NV",32510,23.0863,378.2976,31.4654,32.4052,12.661,10.7379,7.8098,2.7976,0.4539,25.0379
